Gender,College,In or Out of State,Citizenship,Marital Status,Type of High School,Applied Financial Aid,Received Financial Aid,Other Scholarships,Tuition Rate,Expected 4 Year Revenue,Open Houses,Visits,High School GPA,AP Tests Passed,Acceptance Type,Recruited Athlete,High School Class Size,HS Class Rank,Student Health,Total Class Hours,Overall GPA,Change in GPA,Housing,Club Memberships,Infirmary Visits,City,State,Retention
Female,Communications,Out of State,No,Single,Private,Yes,Yes,No,1975,237000,0,0,3.666764127,0,Standard,No,200-300,1st Quartile,Good,25,3.0092,Positive,On Campus,2,0,"New Orleans, LA",Louisiana,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.508792969,0,Standard,No,500+,1st Quartile,Good,26,3.203846154,Positive,Commuter,2,0,"Alexandria, LA",Louisiana,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.996195956,0,Standard,No,400-500,2nd Quartile,Poor,31,3.111935484,Negative,On Campus,0,0,"Alexandria, LA",Louisiana,Retained
Female,Education,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.014570901,0,Standard,No,400-500,2nd Quartile,Good,27,2.865555556,Positive,On Campus,1,0,"Alexandria, LA",Louisiana,Retained
Female,Health Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.469449016,0,Standard,No,300-400,1st Quartile,Good,28,3.228571429,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Male,Education,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.946017402,2,Standard,No,< 100,1st Quartile,Good,26,3.163846154,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.930429993,0,Standard,No,300-400,2nd Quartile,Good,28,2.707857143,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,No,No,Yes,1975,237000,0,0,3.440350431,0,Standard,No,500+,1st Quartile,Poor,28,3.395714286,Negative,On Campus,0,0,"Alexandria, LA",Louisiana,Retained
Male,Health Sciences,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.490675685,0,Standard,No,< 100,1st Quartile,Good,32,3.365,Positive,On Campus,0,0,"Alexandria, LA",Louisiana,Retained
Male,Health Sciences,Out of State,Yes,Single,Public,No,No,Yes,1975,237000,0,0,3.579758216,0,Standard,No,200-300,1st Quartile,Good,30,3.385,Positive,On Campus,0,0,"Alexandria, LA",Louisiana,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.324668729,0,Standard,No,100-200,1st Quartile,Good,29,3.05,Negative,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Male,Health Sciences,Out of State,No,Single,Public,Yes,Yes,No,1975,237000,0,0,3.081003531,0,Standard,No,400-500,2nd Quartile,Poor,30,3.585,Negative,On Campus,2,0,"New Orleans, LA",Louisiana,Retained
Male,Business,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.290422469,0,Standard,No,500+,1st Quartile,Good,25,2.7152,Positive,On Campus,0,0,"Alexandria, LA",Louisiana,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.650013761,0,Standard,No,< 100,1st Quartile,Good,31,3.276774194,Negative,Commuter,2,0,"Alexandria, LA",Louisiana,Retained
Male,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.154481047,0,Standard,No,300-400,2nd Quartile,Good,32,2.9965625,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.732792553,0,Standard,No,< 100,1st Quartile,Good,27,3.18037037,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.420186011,0,Standard,No,500+,1st Quartile,Good,31,2.739032258,Negative,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Male,Business,Out of State,Yes,Single,Private,No,No,Yes,1975,237000,0,1,3.428240595,0,Standard,No,< 100,1st Quartile,Good,30,3.26,Positive,Commuter,3,0,"Alexandria, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.409296114,0,Standard,No,200-300,1st Quartile,Good,28,3.03,Negative,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.58372338,0,Standard,No,500+,1st Quartile,Poor,29,3.395862069,Negative,Commuter,2,0,"New Orleans, LA",Louisiana,Retained
Female,Business,Out of State,No,Married,Public,Yes,Yes,No,1975,237000,0,0,3.451280546,1,Standard,No,400-500,1st Quartile,Good,28,2.7875,Negative,Off Campus,2,0,"Alexandria, LA",Louisiana,Retained
Female,Education,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.914800504,2,Standard,No,500+,1st Quartile,Good,32,3.06,Positive,Commuter,0,0,"New Orleans, LA",Louisiana,Retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.388802499,0,Early,No,200-300,1st Quartile,Poor,28,3.204285714,Positive,Commuter,2,0,"Alexandria, LA",Louisiana,Retained
Male,Business,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.061555913,0,Early,No,500+,2nd Quartile,Poor,30,2.966666667,Negative,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.598303555,0,Early,No,100-200,1st Quartile,Good,31,2.978064516,Positive,Commuter,2,0,"New Orleans, LA",Louisiana,Retained
Female,Education,Out of State,No,Single,Private,Yes,Yes,No,1975,237000,0,0,3.232489797,0,Early,No,300-400,1st Quartile,Good,27,2.921111111,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Female,Communications,Out of State,Yes,Single,Private,No,No,Yes,1975,237000,0,0,3.655033982,0,Early,No,500+,1st Quartile,Good,28,3.084642857,Positive,On Campus,2,0,"New Orleans, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.928071351,2,Early,No,200-300,1st Quartile,Poor,27,3.183333333,Positive,Commuter,2,0,"New Orleans, LA",Louisiana,Retained
Female,Health Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.366327775,0,Early,No,500+,1st Quartile,Good,27,2.976666667,Positive,On Campus,2,0,"Alexandria, LA",Louisiana,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.077602187,0,Early,No,300-400,2nd Quartile,Good,26,3.271538462,Positive,Off Campus,2,0,"New Orleans, LA",Louisiana,Retained
Male,Education,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.398385863,0,Early,No,400-500,1st Quartile,Good,28,3.214285714,Negative,Commuter,2,0,"New Orleans, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.280340683,0,Early,No,500+,1st Quartile,Good,27,2.881111111,Positive,On Campus,0,0,"New Orleans, LA",Louisiana,Retained
Female,Health Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.597688393,0,Early,No,500+,1st Quartile,Good,33,3.263333333,Positive,On Campus,2,0,"New Orleans, LA",Louisiana,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.185544903,0,Early,No,400-500,2nd Quartile,Good,26,3.170769231,Negative,On Campus,2,0,"New Orleans, LA",Louisiana,Retained
Male,Communications,Out of State,Yes,Married,Public,Yes,Yes,Yes,1975,237000,0,0,2.974208958,0,Standard,No,300-400,2nd Quartile,Good,30,3.14,No Chang,Off Campus,2,1,"Alexandria, LA",Louisiana,Retained
Male,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.389280195,0,Standard,No,500+,1st Quartile,Poor,28,3.126428571,Negative,On Campus,0,1,"Alexandria, LA",Louisiana,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.374143642,0,Standard,No,500+,1st Quartile,Good,26,3.06,Negative,On Campus,2,1,"Alexandria, LA",Louisiana,Retained
Female,Business,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.418764873,0,Standard,No,400-500,1st Quartile,Poor,25,3.0108,Positive,Commuter,0,2,"New Orleans, LA",Louisiana,Retained
Female,Education,Out of State,Yes,Single,Private,No,No,Yes,1975,237000,0,0,3.295590415,0,Standard,No,500+,1st Quartile,Good,32,3.22,Positive,Fraternity/Sorority House,0,2,"Alexandria, LA",Louisiana,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.404113571,0,Standard,No,300-400,1st Quartile,Good,32,3.31,Negative,Commuter,2,2,"Alexandria, LA",Louisiana,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.322428551,0,Standard,No,500+,1st Quartile,Good,28,2.756785714,Positive,Commuter,0,3,"New Orleans, LA",Louisiana,Not retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,2.93284637,0,Early,No,200-300,3rd Quartile,Good,32,3.3115625,Positive,Fraternity/Sorority House,2,3,"New Orleans, LA",Louisiana,Not retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.264837961,0,Standard,No,300-400,1st Quartile,Good,28,2.935,Negative,Commuter,2,3,"Alexandria, LA",Louisiana,Retained
Female,Engineering,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.309544961,0,Standard,No,100-200,1st Quartile,Good,25,2.918,Positive,On Campus,0,3,"Alexandria, LA",Louisiana,Retained
Female,Engineering,Out of State,Yes,Single,Private,No,No,Yes,1975,237000,0,0,3.147091644,0,Standard,No,500+,2nd Quartile,Good,28,2.797142857,Negative,On Campus,2,3,"New Orleans, LA",Louisiana,Retained
Male,Communications,Out of State,Yes,Divorced,Public,No,No,No,1975,237000,0,0,3.408695187,0,Standard,No,500+,1st Quartile,Good,32,3.22,Positive,Off Campus,2,3,"Alexandria, LA",Louisiana,Retained
Female,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.337049505,0,Standard,No,500+,1st Quartile,Good,30,3.105,Negative,On Campus,0,3,"Alexandria, LA",Louisiana,Retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.657117188,0,Standard,No,500+,1st Quartile,Good,29,3.082413793,Positive,On Campus,0,3,"New Orleans, LA",Louisiana,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.388631137,0,Standard,No,200-300,1st Quartile,Good,26,3.259230769,Positive,On Campus,0,3,"New Orleans, LA",Louisiana,Retained
Female,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.32046679,0,Early,No,100-200,1st Quartile,Good,29,3.299310345,Positive,On Campus,2,3,"Alexandria, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.841288672,1,Early,Yes,300-400,1st Quartile,Good,29,3.164827586,Negative,On Campus,0,3,"Alexandria, LA",Louisiana,Retained
Male,Communications,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.344906984,0,Early,No,300-400,1st Quartile,Good,30,3.132,Positive,On Campus,2,3,"New Orleans, LA",Louisiana,Retained
Male,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.173617468,0,Standard,No,400-500,2nd Quartile,Good,24,2.91,Positive,On Campus,0,4,"Alexandria, LA",Louisiana,Not retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.44623782,1,Standard,No,500+,1st Quartile,Good,28,3.155,Positive,Commuter,0,4,"Alexandria, LA",Louisiana,Not retained
Female,Engineering,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.370302608,0,Standard,No,400-500,1st Quartile,Poor,29,2.824137931,Positive,Commuter,0,4,"Alexandria, LA",Louisiana,Not retained
Male,Health Sciences,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.614110348,0,Standard,No,500+,1st Quartile,Poor,27,3.43,Positive,On Campus,0,4,"Alexandria, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.188038375,0,Standard,No,500+,2nd Quartile,Good,25,3.0116,Positive,On Campus,2,4,"Alexandria, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.493191646,1,Standard,No,< 100,1st Quartile,Good,32,2.8334375,Positive,Commuter,2,4,"Alexandria, LA",Louisiana,Retained
Female,Engineering,Out of State,No,Single,Public,No,No,No,1975,237000,0,0,2.898510657,0,Early,No,300-400,3rd Quartile,Good,28,3.316428571,Negative,On Campus,0,4,"Alexandria, LA",Louisiana,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.470257307,0,Early,No,200-300,1st Quartile,Good,28,2.96,Positive,On Campus,1,4,"Alexandria, LA",Louisiana,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.200031195,0,Early,No,500+,1st Quartile,Good,32,3.19,Positive,On Campus,0,4,"New Orleans, LA",Louisiana,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,No,No,1975,237000,0,0,3.220896968,0,Standard,No,300-400,1st Quartile,Good,31,2.880967742,Positive,Commuter,1,0,"Portland, ME",Maine,Not retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.557014162,0,Standard,No,300-400,1st Quartile,Good,33,2.926363636,Positive,On Campus,0,0,"Bangor, ME",Maine,Retained
Male,Engineering,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.958275289,2,Early,No,200-300,1st Quartile,Good,26,3.16,Negative,Commuter,0,0,"Bangor, ME",Maine,Retained
Male,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.470365398,0,Early,No,400-500,1st Quartile,Good,29,3.08862069,Negative,On Campus,2,0,"Portland, ME",Maine,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.284798313,0,Early,No,500+,1st Quartile,Good,25,2.998,Positive,On Campus,0,1,"Portland, ME",Maine,Retained
Male,Engineering,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.170679764,0,Early,No,300-400,2nd Quartile,Poor,30,3.249333333,Negative,On Campus,2,2,"Portland, ME",Maine,Retained
Male,Communications,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.660701624,0,Early,No,200-300,1st Quartile,Good,29,3.145862069,Positive,On Campus,2,3,"Bangor, ME",Maine,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.861290853,0,Wait Listed,No,300-400,3rd Quartile,Good,30,2.905,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Not retained
Male,Communications,Out of State,Yes,Married,Private,No,No,No,1975,237000,0,0,3.418163361,0,Standard,No,100-200,1st Quartile,Poor,32,2.535,Positive,Commuter,2,0,"Baltimore, MD",Maryland,Not retained
Female,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.210530416,0,Standard,No,500+,1st Quartile,Good,28,2.878928571,Positive,Commuter,2,0,"Baltimore, MD",Maryland,Not retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.977682854,0,Standard,No,300-400,2nd Quartile,Good,30,2.772,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Not retained
Male,Engineering,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.659825962,0,Standard,No,400-500,1st Quartile,Good,29,3.206206897,Positive,Off Campus,0,0,"Baltimore, MD",Maryland,Not retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.754336997,0,Standard,No,< 100,1st Quartile,Good,30,3.25,Negative,Commuter,0,0,"Baltimore, MD",Maryland,Not retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.159209957,0,Standard,No,400-500,2nd Quartile,Poor,31,2.551612903,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Not retained
Male,Education,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.042067885,0,Standard,No,400-500,2nd Quartile,Good,27,2.883333333,Negative,Commuter,2,0,"Baltimore, MD",Maryland,Not retained
Female,Education,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.079289896,0,Standard,No,400-500,2nd Quartile,Good,32,3.1675,Positive,Off Campus,0,0,"Baltimore, MD",Maryland,Not retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.388013866,0,Standard,No,500+,1st Quartile,Poor,28,3.298571429,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Not retained
Male,Health Sciences,Out of State,Yes,Married,Public,Yes,Yes,No,1975,237000,0,0,3.420120826,0,Standard,No,300-400,1st Quartile,Good,25,3.2752,Positive,Off Campus,0,0,"Baltimore, MD",Maryland,Not retained
Female,Engineering,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.697464212,1,Standard,No,400-500,1st Quartile,Good,26,3.21,Positive,Off Campus,0,0,"Baltimore, MD",Maryland,Not retained
Female,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.432019337,0,Early,No,< 100,1st Quartile,Good,29,2.700344828,Negative,Off Campus,2,0,"Baltimore, MD",Maryland,Not retained
Female,Communications,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,4.035972142,3,Early,No,< 100,1st Quartile,Good,30,3.075333333,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Not retained
Female,Communications,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,1,3.511471474,0,Early,No,100-200,1st Quartile,Good,26,3.046153846,Positive,Commuter,2,0,"Baltimore, MD",Maryland,Not retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.313096066,0,Early,No,100-200,1st Quartile,Poor,31,2.776774194,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Not retained
Female,Health Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,2.750934884,0,Wait Listed,No,500+,3rd Quartile,Good,29,3.124137931,Negative,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.215832986,0,Standard,No,500+,1st Quartile,Poor,26,2.979230769,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,2.939965507,0,Standard,No,500+,2nd Quartile,Good,31,2.932580645,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Engineering,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.309150922,0,Standard,No,400-500,1st Quartile,Good,30,3,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Female,Engineering,Out of State,Yes,Single,Public,Yes,No,No,1975,237000,0,0,3.467790554,0,Standard,No,500+,1st Quartile,Poor,26,3.096923077,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.727346304,0,Standard,No,500+,1st Quartile,Good,32,3.115,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Male,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.409159177,0,Standard,No,300-400,1st Quartile,Good,29,3.055862069,Negative,Commuter,0,0,"Baltimore, MD",Maryland,Retained
Male,Communications,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.465184729,1,Standard,No,400-500,1st Quartile,Good,27,3.115555556,Positive,Commuter,2,0,"Baltimore, MD",Maryland,Retained
Male,Health Sciences,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.725973308,0,Standard,No,500+,1st Quartile,Good,31,3.207741935,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Fine & Performing Arts,Out of State,Yes,Married,Private,Yes,Yes,No,1975,237000,0,0,3.727616398,0,Standard,No,< 100,1st Quartile,Good,30,3.153333333,Positive,Off Campus,2,0,"Baltimore, MD",Maryland,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.308786775,0,Standard,No,500+,1st Quartile,Good,28,2.929642857,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.469322953,0,Standard,No,200-300,1st Quartile,Good,26,2.776153846,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Health Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,1,3.464809344,0,Standard,No,200-300,1st Quartile,Good,31,2.9,No Chang,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.366812344,0,Standard,No,400-500,1st Quartile,Good,28,2.965,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.509596369,0,Standard,No,300-400,1st Quartile,Good,33,3.261818182,Positive,Commuter,2,0,"Baltimore, MD",Maryland,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.831787751,0,Standard,No,500+,1st Quartile,Good,30,3.02,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Health Sciences,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.214044106,0,Standard,No,< 100,1st Quartile,Good,30,2.654,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Health Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.38774748,0,Standard,No,200-300,1st Quartile,Good,26,2.983846154,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.138548248,0,Standard,No,300-400,2nd Quartile,Poor,28,2.919285714,Positive,Commuter,2,0,"Baltimore, MD",Maryland,Retained
Female,Business,Out of State,No,Single,Private,No,No,No,1975,237000,0,0,3.369083994,0,Standard,No,200-300,1st Quartile,Good,31,3.614193548,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.325518126,0,Standard,No,100-200,1st Quartile,Good,28,2.98,Positive,Commuter,0,0,"Baltimore, MD",Maryland,Retained
Male,Education,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.360086679,0,Standard,No,400-500,1st Quartile,Good,28,3.328928571,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Health Sciences,Out of State,Yes,Single,Public,Yes,No,No,1975,237000,0,0,2.917281485,0,Standard,No,100-200,3rd Quartile,Good,28,2.74,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.285350586,0,Standard,No,400-500,1st Quartile,Good,28,3.535,Negative,Commuter,2,0,"Baltimore, MD",Maryland,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.260603472,0,Standard,No,< 100,1st Quartile,Poor,27,3.232592593,Negative,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,3.803071429,0,Standard,No,400-500,1st Quartile,Good,31,3.092903226,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Education,Out of State,Yes,Single,Public,No,No,No,1975,237000,0,0,3.294129249,0,Standard,No,500+,1st Quartile,Good,31,3.409677419,Positive,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Male,Engineering,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.476415121,0,Standard,No,400-500,1st Quartile,Good,30,3.085,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.170442654,0,Standard,No,300-400,2nd Quartile,Good,29,3.199310345,Negative,Off Campus,2,0,"Baltimore, MD",Maryland,Retained
Male,Business,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.584184802,0,Standard,No,500+,1st Quartile,Good,28,2.96,Negative,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Engineering,Out of State,Yes,Single,Private,No,No,No,1975,237000,0,0,2.995333049,0,Standard,No,500+,2nd Quartile,Good,31,3.233225806,Negative,Commuter,2,0,"Baltimore, MD",Maryland,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,3.706276591,0,Standard,No,< 100,1st Quartile,Good,25,3.3932,Negative,On Campus,2,0,"Baltimore, MD",Maryland,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.311174881,0,Standard,No,100-200,1st Quartile,Poor,30,3.076,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Business,Out of State,Yes,Single,Public,Yes,Yes,No,1975,237000,0,0,3.044654634,0,Standard,No,500+,2nd Quartile,Good,33,3.038484848,Positive,On Campus,1,0,"Baltimore, MD",Maryland,Retained
Female,Liberal Arts & Sciences,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.163300707,0,Standard,No,300-400,2nd Quartile,Good,28,3.255,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Liberal Arts & Sciences,Out of State,Yes,Single,Public,Yes,Yes,Yes,1975,237000,0,0,2.729996078,0,Standard,No,300-400,3rd Quartile,Good,29,3.287586207,Negative,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Male,Communications,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,1,3.338685892,0,Standard,No,500+,1st Quartile,Good,27,3.074444444,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Fine & Performing Arts,Out of State,Yes,Single,Private,Yes,Yes,No,1975,237000,0,0,3.751313384,0,Standard,No,400-500,1st Quartile,Poor,26,2.897692308,Negative,On Campus,0,0,"Baltimore, MD",Maryland,Retained
Female,Business,Out of State,Yes,Single,Private,Yes,Yes,Yes,1975,237000,0,0,3.127847936,0,Standard,No,300-400,2nd Quartile,Good,30,2.89,Positive,On Campus,0,0,"Baltimore, MD",Maryland,Retained
